Season,Episode,Character,Line,Processed Line
8,14,Stan,"Uh, no thanks, I'm gonna go home.",uh no thanks im gonna go home
8,14,Stan,What time is it?!,what time is it
8,14,Stan,"You guys, I have to go to school tomorrow.",you guys i have to go to school tomorrow
8,14,Stan,"All right, I'm going now.",all right im going now
8,14,Stan,"Goddammit, this is fucking ridiculous!",goddammit this is fucking ridiculous
8,14,Stan,"Grrr! Grrr! Come on out!  Come on, critter killer! Your days of slaughtering innocent little animals are over! Rawrrrrr!  Rawrrrrr!",grrr grrr come on out  come on critter killer your days of slaughtering innocent little animals are over rawrrrrr  rawrrrrr
8,14,Stan,I... the... critters. Their... bir-birth of a Savior?,i  the  critters their  birbirth of a savior
8,14,Stan,I'm sure. It won't be hurting you anymore.,im sure it wont be hurting you anymore
8,14,Stan,"Wai-wait, the Antichrist?? You said she was giving birth to your savior!",waiwait the antichrist you said she was giving birth to your savior
8,14,Stan,But I thought you meant the Son of God!,but i thought you meant the son of god
8,14,Stan,"All right, all right, all right! God!",all right all right all right god
8,14,Stan,I'm not a heathen! I was baptized and my family's Christian!,im not a heathen i was baptized and my familys christian
8,14,Stan,No! I'm not doing you anymore favors and I'm not letting you give birth to the Antichrist!  I came here to put a stop to all this!,no im not doing you anymore favors and im not letting you give birth to the antichrist  i came here to put a stop to all this
8,14,Stan,"Right, whatever.  I'm taking down the manger I built.  Ah!  Aaaah!  Aagh! Aaaahh!  AAAAAAAH! AAAAAAAH!",right whatever  im taking down the manger i built  ah  aaaah  aagh aaaahh  aaaaaaah aaaaaaah
8,14,Stan,Hello? Anybody in there?,hello anybody in there
8,14,Stan,"Look, I'm sorry I killed your mom. The, the squirrel told me she was evil.",look im sorry i killed your mom the the squirrel told me she was evil
8,14,Stan,"I'm trying to make this all right again, but the only thing that can stop devil-worshiping critters is a mountain lion!",im trying to make this all right again but the only thing that can stop devilworshiping critters is a mountain lion
8,14,Stan,"Well, you're mountain lions.",well youre mountain lions
8,14,Stan,There still has to be a way for you to kill the porcupine's baby.,there still has to be a way for you to kill the porcupines baby
8,14,Stan,"I don't know, I- I'm supposed to show these mountain lions how an abortion is performed or something, I... I know, it's ridiculous.",i dont know i im supposed to show these mountain lions how an abortion is performed or something i  i know its ridiculous
8,14,Stan,"This better have a point, dude. This really better have a point.",this better have a point dude this really better have a point
8,14,Kyle,My... family doesn't celebrate Christmas.,my  family doesnt celebrate christmas
8,14,Kyle,"Well, because, we don't really... believe in Jesus.",well because we dont really  believe in jesus
8,14,Stan,"Okay, come on, the critters are over this way. You mountain lions ready to stop the Antichrist from being born?",okay come on the critters are over this way you mountain lions ready to stop the antichrist from being born
8,14,Stan,Too late?! The hell is that?!,too late the hell is that
8,14,Kyle,"Stan! Stan, what the hell is going on?!",stan stan what the hell is going on
8,14,Stan,"It's Critter Christmas, dude! It sucks ass!",its critter christmas dude it sucks ass
8,14,Stan,That's it?! Ten thousand years of darkness and I don't even have a Merry Christmas?!,thats it ten thousand years of darkness and i dont even have a merry christmas
8,14,Stan,"I mean, I didn't mean to help them, I... I tried to stop them!",i mean i didnt mean to help them i  i tried to stop them
8,14,Kyle,"No.  No, I want to have the Antichrist inside me!",no  no i want to have the antichrist inside me
8,14,Kyle,"With his power, I can finally make the earth a better place for the Jews!",with his power i can finally make the earth a better place for the jews
8,14,Kyle,"Yes, yes! Now the Jews shall take control of Christmas once and for all! HAHA! HAAA!!",yes yes now the jews shall take control of christmas once and for all haha haaa
8,14,Kyle,"Oh, stop it, Cartman!",oh stop it cartman
8,14,Kyle,Just stop it! That's enough! You aren't reading another sentence of your stupid story!,just stop it thats enough you arent reading another sentence of your stupid story
8,14,Cartman,"I don't believe anyone interrupted you when you read your Christmas story aloud, Kyle.",i dont believe anyone interrupted you when you read your christmas story aloud kyle
8,14,Kyle,This whole time your stupid story was just a way to rip on me for being Jewish at Christmas again!,this whole time your stupid story was just a way to rip on me for being jewish at christmas again
8,14,Cartman,"Mr. Garrison, could you do something, please?",mr garrison could you do something please
8,14,Mr. Garrison,"Sorry, Eric, but if Kyle feels discriminated against, you'll have to stop or else I'll get a call from his mother.",sorry eric but if kyle feels discriminated against youll have to stop or else ill get a call from his mother
8,14,Cartman,"All right, fine! Forget it!",all right fine forget it
8,14,Butters,"Well but, but what happened?",well but but what happened
8,14,Cartman,"Well, I guess we'll never know, because Kyle doesn't wanna hear how it ends.",well i guess well never know because kyle doesnt wanna hear how it ends
8,14,Stan,"No, it all worked out, right? The world was saved and I went home for Christmas dinner.",no it all worked out right the world was saved and i went home for christmas dinner
8,14,Kyle,"Dude, why do you care?!",dude why do you care
8,14,Stan,Well after all that I at least wanna know if I had a merry Christmas or if darkness rules the Earth.,well after all that i at least wanna know if i had a merry christmas or if darkness rules the earth
8,14,Kyle,Oh come on! It's obvious what happens! I get killed by Santa Claus so that Christmas is saved!,oh come on its obvious what happens i get killed by santa claus so that christmas is saved
8,14,Cartman,That's not at all what happens.,thats not at all what happens
8,14,Butters,"Aw well, come on. Let him read us the end.",aw well come on let him read us the end
8,14,Cartman,"""Oh dear, my best friend is possessed! How about that?"" said the little boy in the red poofball hat.",oh dear my best friend is possessed how about that said the little boy in the red poofball hat
8,14,Kyle,"HAHAHAA! Now I shall rule the --  Aww. Uuugh. God it burns! AAAH! My soul is on fire! Whoa! Oh, I don't like this!  I didn't know it would feel so... dark and evil!",hahahaa now i shall rule the   aww uuugh god it burns aaah my soul is on fire whoa oh i dont like this  i didnt know it would feel so  dark and evil
8,14,Stan,"Well what did you expect, dude? It's the son of the Devil.",well what did you expect dude its the son of the devil
8,14,Kyle,"Oh God, what have I done?!  I'm sorry. Please, I don't wanna be the vessel for the Antichrist.",oh god what have i done  im sorry please i dont wanna be the vessel for the antichrist
8,14,Stan,I took them to see how abortions are done.,i took them to see how abortions are done
8,14,Stan,"Now cubs, do like they showed you. Hurry up fast!
Get the Antichrist out of my friend Kyle's ass!","now cubs do like they showed you hurry up fast
get the antichrist out of my friend kyles ass"
8,14,Kyle,"Thanks, everybody. I'm sorry I got a little crazy there.",thanks everybody im sorry i got a little crazy there
8,14,Stan,"Yeah. Yeah, there is.",yeah yeah there is
9,1,Mr. Garrison,"God bless you, Doctor. I know you'll make me well again.",god bless you doctor i know youll make me well again
9,1,Mr. Garrison,My whole life I've been a woman trapped in a man's body. A sex-change operation is my last chance at happiness.,my whole life ive been a woman trapped in a mans body a sexchange operation is my last chance at happiness
9,1,Mr. Garrison,Do I look like a woman?,do i look like a woman
9,1,Stan,"Dude, don't be nervous.",dude dont be nervous
9,1,Kyle,How can I not be nervous? Trying out for the All-State team has been my dream for years.,how can i not be nervous trying out for the allstate team has been my dream for years
9,1,Stan,"You're the best player at our school, dude. You'll make the team for sure.",youre the best player at our school dude youll make the team for sure
9,1,Cartman,This is ridiculous. Jews can't play basketball.,this is ridiculous jews cant play basketball
9,1,Kyle,"I beat out YOUR fat ass, Cartman!",i beat out your fat ass cartman
9,1,Kyle,Yep! I love basketball. I wanna play for the Denver Nuggets one day.,yep i love basketball i wanna play for the denver nuggets one day
9,1,Stan,"Dude, you were awesome, Kyle.  Look, y-you gave it your best shot, right? That's all you could do.",dude you were awesome kyle  look yyou gave it your best shot right thats all you could do
9,1,Cartman,"Nyanyanyanyanyaaanyaaa! You-hoo-hoo-hoo loh-ost! Hahahahahaaahaaa!  Kyle, I'm totally ripping on you at a totally inappropriate time.",nyanyanyanyanyaaanyaaa youhoohoohoo lohost hahahahahaaahaaa  kyle im totally ripping on you at a totally inappropriate time
9,1,Kyle,I know. I deserve it.,i know i deserve it
9,1,Cartman,"Yeah, you know why? Because Jews can't play basketball!",yeah you know why because jews cant play basketball
9,1,Kyle,"You're right.  Jesus, that was fun...",youre right  jesus that was fun 
9,1,Stan,"Kyle, you have to cheer up, dude. So you aren't built right for basketball.",kyle you have to cheer up dude so you arent built right for basketball
9,1,Kyle,But I feel like a basketball player. That's all I wanna do.,but i feel like a basketball player thats all i wanna do
9,1,Cartman,"You guys, Mr. Garrison has titties.",you guys mr garrison has titties
9,1,Kyle,Mom? Dad? What's a sex-change operation?,mom dad whats a sexchange operation
9,1,Kyle,"But our teacher, Mr. Garrison? He just had his penis made into a vagina. How come?",but our teacher mr garrison he just had his penis made into a vagina how come
9,1,Kyle,Totally! I totally understand!,totally i totally understand
9,1,Kyle,"Yeah. My school teacher wanted to be a woman, and you made him into one.",yeah my school teacher wanted to be a woman and you made him into one
9,1,Kyle,"Well, do you also do other surgeries like that?",well do you also do other surgeries like that
9,1,Kyle,"No, no, uh I wanna be tall and black.",no no uh i wanna be tall and black
9,1,Kyle,I hate being small and Jewish. I feel like a tall black man.,i hate being small and jewish i feel like a tall black man
9,1,Stan,"Uh excuse me, is this really a good idea?",uh excuse me is this really a good idea
9,1,Kyle,Mom! Dad! I have awesome news! The doctor who gave Mr. Garrison his sex change said he can make me tall and black.,mom dad i have awesome news the doctor who gave mr garrison his sex change said he can make me tall and black
9,1,Kyle,Dr. Biber said he can give me a negroplasty so I can finally look the way I've always wanted. He even took my picture and then did computer imaging to show what I would look like after the surgery.,dr biber said he can give me a negroplasty so i can finally look the way ive always wanted he even took my picture and then did computer imaging to show what i would look like after the surgery
9,1,Kyle,"Can I have three thousand dollars, Mom and Dad, huh?? Can I??",can i have three thousand dollars mom and dad huh can i
9,1,Kyle,But why not? You said sometimes people need surgery to make them feel better about themselves.,but why not you said sometimes people need surgery to make them feel better about themselves
9,1,Kyle,"Well, all my life I felt I was black! I've listened to hip-hop, I watch UPN and I love playing basketball! My body doesn't reflect who I am inside.",well all my life i felt i was black ive listened to hiphop i watch upn and i love playing basketball my body doesnt reflect who i am inside
9,1,Kyle,Why? Why do I have to accept it when I can change it?,why why do i have to accept it when i can change it
9,1,Kyle,But Jews can't play basketball!,but jews cant play basketball
9,1,Kyle,I'm never speaking to either of you ever again!,im never speaking to either of you ever again
9,1,Butters,"Fellas! Hey fellas, you gotta come see!",fellas hey fellas you gotta come see
9,1,Butters,"Uhh, it's Kyle! Huh, he's a Negro!",uhh its kyle huh hes a negro
9,1,Kyle,"Yeah, but it was totally worth it.",yeah but it was totally worth it
9,1,Kyle,"Look, Stan, I'm finally whole! My dad is even gonna take me back down to the all-star game to see if I can try out for the team again!",look stan im finally whole my dad is even gonna take me back down to the allstar game to see if i can try out for the team again
9,1,Stan,"Dude, is Kyle's- dad a- dolphin?",dude is kyles dad a dolphin
9,1,Cartman,He's a Jewish dolphin. A Jewphin.,hes a jewish dolphin a jewphin
9,1,Kyle,"Coach! Coach, I'm all better. I'm ready to play.",coach coach im all better im ready to play
9,1,Kyle,"Ih it's me, Kyle Broflovski. I had a negroplasty. Can I play in the All-State team now?",ih its me kyle broflovski i had a negroplasty can i play in the allstate team now
9,1,Kyle,"All right!  Dad, I can play!",all right  dad i can play
9,1,Stan,"Kyle went down to play in the basketball game, Mrs. Garrison.",kyle went down to play in the basketball game mrs garrison
9,1,Stan,What?! But you made him into a basketball player.,what but you made him into a basketball player
9,1,Kyle,"I'm a hundred percent ready, coach!",im a hundred percent ready coach
9,1,Kyle,All right!  Ow. Hm.,all right  ow hm
9,1,Stan,"Oh Jesus, he's about to play!",oh jesus hes about to play
9,1,Kyle,I got it! I got the ball.,i got it i got the ball
9,1,Stan,"Yeah, that's basically it.",yeah thats basically it
9,1,Kyle,But what about Mr. Garrison? He can't go back.,but what about mr garrison he cant go back
9,2,Cartman,"Hello, ma'am. I'm working to clean up the neighborhood from parasites. Do you mind if I take a quick look around your house? I'm afraid you may have hippies.",hello maam im working to clean up the neighborhood from parasites do you mind if i take a quick look around your house im afraid you may have hippies
9,2,Cartman,"Yeah, they've been poppin' up all over the neighborhood lately. Ms. Nelson next door had seven hippies in her basement; they usually live in colonies.  Hm, I don't like the sound of that. Could I take a look in your attic?",yeah theyve been poppin up all over the neighborhood lately ms nelson next door had seven hippies in her basement they usually live in colonies  hm i dont like the sound of that could i take a look in your attic
9,2,Cartman,"Oh yeah, boy. Take a look at this, ma'am.  See that? Hippies.",oh yeah boy take a look at this maam  see that hippies
9,2,Cartman,"These are what we call the uh giggling stoners. Pretty common form of hippie, usually found in the attics. Problem is, if you see one hippie, there's probably a whole lot more you're not seein'. Uh, whe-where's the backyard.",these are what we call the uh giggling stoners pretty common form of hippie usually found in the attics problem is if you see one hippie theres probably a whole lot more youre not seein uh whewheres the backyard
9,2,Cartman,"Yep, that's what I thought. See that? You've got a drum circle in your backyard.",yep thats what i thought see that youve got a drum circle in your backyard
9,2,Cartman,"Yeah. You know, I had a guy in Jackson County. He had a little drum circle in his backyard. It turned into a drum circle four miles in diameter. You get a few hippies playing drums and next thing you know, you got yourself a colony.",yeah you know i had a guy in jackson county he had a little drum circle in his backyard it turned into a drum circle four miles in diameter you get a few hippies playing drums and next thing you know you got yourself a colony
9,2,Cartman,"Well, your attic could be so we can fumigate with polymarethane. The drum circle we're gonna have to gas.  God dammit!",well your attic could be so we can fumigate with polymarethane the drum circle were gonna have to gas  god dammit
9,2,Cartman,Get out of here!,get out of here
9,2,Cartman,"Ma'am, I need to clear out your giggling stoners and your drum-circle hippies RIGHT NOW, or soon they're gonna attract something much worse!",maam i need to clear out your giggling stoners and your drumcircle hippies right now or soon theyre gonna attract something much worse
9,2,Cartman,The college know-it-all hippies.,the college knowitall hippies
9,2,Kyle,"Hey, let's ask them.",hey lets ask them
9,2,Stan,"All right.  'Scuse me.  Hello, we are selling magazine subscriptions for our community youth program. Would you like to help young people like us by purchasing a subscription of your choice?",all right  scuse me  hello we are selling magazine subscriptions for our community youth program would you like to help young people like us by purchasing a subscription of your choice
9,2,Stan,Who are the corporations?,who are the corporations
9,2,Stan,Are you serious? We never heard that.,are you serious we never heard that
9,2,Kyle,Ugh! Those dirty liars!,ugh those dirty liars
9,2,Stan,Well... Well what do we do?,well  well what do we do
9,2,Cartman,"All right, in you go.",all right in you go
9,2,Cartman,Get back. Get back or you're all gonna get maced!,get back get back or youre all gonna get maced
9,2,Cartman,What's wrong is that there's more of you showing up every day and I need to find out why!,whats wrong is that theres more of you showing up every day and i need to find out why
9,2,Cartman,"Brah, I'm not gonna argue with you, all right? Just go with it.",brah im not gonna argue with you all right just go with it
9,2,Cartman,"And you're gonna be here a little longer, brah, all right? Here, here's some joints , and a guitar!",and youre gonna be here a little longer brah all right here heres some joints  and a guitar
9,2,Stan,"Sign, sign everywhere. SignDone something to my mind.",sign sign everywhere signdone something to my mind
9,2,Stan,"Mom, the mall is a way for the corporate fat cats to imprison you into a life of servitude. I've got some stuff you should read.",mom the mall is a way for the corporate fat cats to imprison you into a life of servitude ive got some stuff you should read
9,2,Cartman,"Please, I have to talk to you all right now!",please i have to talk to you all right now
9,2,Cartman,"Mayor, something very big is happening, and if you all don't give me a moment of your time, there may be no more South Park to council over!",mayor something very big is happening and if you all dont give me a moment of your time there may be no more south park to council over
9,2,Randy,What are you talking about?,what are you talking about
9,2,Cartman,"I'm talking about the end of all life as we know it.  For the past several days I've been... noticing a steep rise in the number of hippies coming to town.  At first I thought maybe it was just a coincidence.  Then I saw this...  Three new drum circles have sprouted up here, here, and here. They're all growing in diameter, at a rate of two hippies per hour. What this means... is that the hippies are conglomerating. They're thriving, if you will. I think that they're setting up for a... . hippie music festival.",im talking about the end of all life as we know it  for the past several days ive been  noticing a steep rise in the number of hippies coming to town  at first i thought maybe it was just a coincidence  then i saw this   three new drum circles have sprouted up here here and here theyre all growing in diameter at a rate of two hippies per hour what this means  is that the hippies are conglomerating theyre thriving if you will i think that theyre setting up for a   hippie music festival
9,2,Cartman,"It's, it's simple science. Look: When hippies start to nest in a new area, it draws other hippies in. With the right weather conditions and topography, it can lead to a music festival. One that last for days, even weeks. Reggae on the River, Woodstock, Burning Man, they will all pale in comparison to what we're looking at now. In my professional opinion... I think we're looking at a full-blown hippie jam festival the size of which we've never seen.",its its simple science look when hippies start to nest in a new area it draws other hippies in with the right weather conditions and topography it can lead to a music festival one that last for days even weeks reggae on the river woodstock burning man they will all pale in comparison to what were looking at now in my professional opinion  i think were looking at a fullblown hippie jam festival the size of which weve never seen
9,2,Cartman,"I know hippies. I've hated them all my life. I've kept this town free of hippies on my own since I was five and a half. But I can't contain them on my own anymore. We have to do something, fast!",i know hippies ive hated them all my life ive kept this town free of hippies on my own since i was five and a half but i cant contain them on my own anymore we have to do something fast
9,2,Cartman,It's not potholes you need to worry about. It's potheads. I know what these people are capable of. ',its not potholes you need to worry about its potheads i know what these people are capable of 
9,2,Cartman,What are you doing?!  You have to listen to me! You can't sweep this problem under the rug!  The town is in serious danger!,what are you doing  you have to listen to me you cant sweep this problem under the rug  the town is in serious danger
9,2,Stan,"Right, so how do we get back at them?",right so how do we get back at them
9,2,Kyle,"Yeah, we're pissed off.",yeah were pissed off
9,2,Cartman,"I knew you were trying to have a hippie jam festival! All right, everyone pack up your crap, we're going to our basement!",i knew you were trying to have a hippie jam festival all right everyone pack up your crap were going to our basement
9,2,Kyle,"Cartman, what the hell are you doing?!",cartman what the hell are you doing
9,2,Cartman,"Oh Jesus, not you guys?  What happened? Were you bit? Did you eat their brownies? DID YOU EAT THEIR BROWNIES?!",oh jesus not you guys  what happened were you bit did you eat their brownies did you eat their brownies
9,2,Cartman,"Listen, you're my friends, but if you've been compromised, I'll have no problem taking you out! I'll expect the same from you.",listen youre my friends but if youve been compromised ill have no problem taking you out ill expect the same from you
9,2,Cartman,Everybody get in a single-file line!,everybody get in a singlefile line
9,2,Cartman,"Ah, Officer Barbrady, you're just in time. These college know-it-all hippies were setting up for a music festival, just as I predicted.",ah officer barbrady youre just in time these college knowitall hippies were setting up for a music festival just as i predicted
9,2,Cartman,"You let them out?! Jesus, we have to find them!",you let them out jesus we have to find them
9,2,Cartman,"No! No, we have to stop them! You know how we-?! We gotta stop them! Hebbiaaay!",no no we have to stop them you know how we we gotta stop them hebbiaaay
9,2,Cartman,What did I do?!,what did i do
9,2,Cartman,"They're not people, they're HIPPIES!",theyre not people theyre hippies
9,2,Cartman,"Mayor! Mayor, I confirmed the data! The hippies are going to have a massive jam band concert!",mayor mayor i confirmed the data the hippies are going to have a massive jam band concert
9,2,Cartman,They're hippies! They don't HAVE any money! Does the city council know about this?!,theyre hippies they dont have any money does the city council know about this
9,2,Cartman,You just SOLD OUT OUR TOWN!,you just sold out our town
9,2,Cartman,"How much money is enough, Mayor?! How many people's lives it is all worth?! God damned hippy!",how much money is enough mayor how many peoples lives it is all worth god damned hippy
9,2,Randy,"Sharon, have, have you seen Stan?",sharon have have you seen stan
9,2,Randy,"Oh, Jesus, what has gotten into that kid?!",oh jesus what has gotten into that kid
9,2,Randy,"Yeah, but when we did it we actually stood for something. I mean, remember Woodstock, Sharon? We actually did something there.",yeah but when we did it we actually stood for something i mean remember woodstock sharon we actually did something there
9,2,Randy,"Stan?! Stan?! I need to get through, please!",stan stan i need to get through please
9,2,Randy,My son is in there! Duh-uh!  Stan?!  Stan! Stan!,my son is in there duhuh  stan  stan stan
9,2,Cartman,"Great, I love crapping in a toilet with no rim on it.",great i love crapping in a toilet with no rim on it
9,2,Randy,"Eric, you were right. About the hippies. Could you... get rid of them for us now?",eric you were right about the hippies could you  get rid of them for us now
9,2,Cartman,Let me guess: they've started a hippie jam band music festival.,let me guess theyve started a hippie jam band music festival
9,2,Randy,Please. Some of our kids are in there. We should have listened to you earlier.,please some of our kids are in there we should have listened to you earlier
9,2,Cartman,"It's too late! Even if I did agree to help, there's too many of them now!",its too late even if i did agree to help theres too many of them now
9,2,Randy,"We're just asking you to try. The whole town even got together and, and baked you a cake.",were just asking you to try the whole town even got together and and baked you a cake
9,2,Cartman,Don't think that you can buy me with presents! ...Unless of course it's the new Tonka radio-controlled play bulldozer.,dont think that you can buy me with presents  unless of course its the new tonka radiocontrolled play bulldozer
9,2,Cartman,I want the batteries for it too. And I get to drive it around in the school parking lot.,i want the batteries for it too and i get to drive it around in the school parking lot
9,2,Cartman,Yes.  Kyle doesn't get to have one! Ever! And he has to watch me drive mine around the school parking lot and get super-jealous!,yes  kyle doesnt get to have one ever and he has to watch me drive mine around the school parking lot and get superjealous
9,2,Cartman,"All right, fine. But now listen up and listen good! I've never tried to get rid of this many hippies before, so I'm gonna need every resource this town has! And even if I don't succeed, and it's a million-to-one shot that I will, I still get the Tonka radio-controlled bulldozer and get to play with it in the school parking lot where Kyle has to watch me and get super-jealous because he doesn't have one! Are we clear?!",all right fine but now listen up and listen good ive never tried to get rid of this many hippies before so im gonna need every resource this town has and even if i dont succeed and its a milliontoone shot that i will i still get the tonka radiocontrolled bulldozer and get to play with it in the school parking lot where kyle has to watch me and get superjealous because he doesnt have one are we clear
9,2,Stan,So it seems like we have enough people now. When do we start taking down the corporations?,so it seems like we have enough people now when do we start taking down the corporations
9,2,Kyle,"Yeah, so, where are they. Let's go get 'em.",yeah so where are they lets go get em
9,2,Stan,You mean like a baker and a cop?,you mean like a baker and a cop
9,2,Kyle,"Yeah, it's called a town.",yeah its called a town
9,2,Cartman,"All right, everyone listen up! The hippie jam band festival is now fourteen miles in diameter and five hundred thousand hippies thick.",all right everyone listen up the hippie jam band festival is now fourteen miles in diameter and five hundred thousand hippies thick
9,2,Cartman,"In less than three days, all of South Park will be completely consumed. My only hope is to fight our way to the center of the crowd, and reach the heart, here.  If we can reach the stage, we can upload this Slayer CD into their music system.  Hippies can't stand death metal. If everything works, they should disperse just before they consume us all.",in less than three days all of south park will be completely consumed my only hope is to fight our way to the center of the crowd and reach the heart here  if we can reach the stage we can upload this slayer cd into their music system  hippies cant stand death metal if everything works they should disperse just before they consume us all
9,2,Cartman,We drill.  I've designed a vehicle that can bore its way through even the densest hippie crowd. They pilots inside will be safe from the pot smoke and the crappy music outside.,we drill  ive designed a vehicle that can bore its way through even the densest hippie crowd they pilots inside will be safe from the pot smoke and the crappy music outside
9,2,Cartman,"Not just somebody. I need a complete team to operate this vehicle. Along with me I'm gonna need a scientist, an engineer, and of course, a black person who can sacrifice himself in case something goes wrong.",not just somebody i need a complete team to operate this vehicle along with me im gonna need a scientist an engineer and of course a black person who can sacrifice himself in case something goes wrong
9,2,Randy,I'm the... only scientist in town.,im the  only scientist in town
9,2,Cartman,"All right, then we just need a black person who can sacrifice himself in case something goes wrong.  Lessee, anyone would do, anyone who meets the qualifications, let's see...  Oh, I know. How about-",all right then we just need a black person who can sacrifice himself in case something goes wrong  lessee anyone would do anyone who meets the qualifications lets see   oh i know how about
9,2,Randy,"You got a better ides, Steven?! Dammit, my son is in there!",you got a better ides steven dammit my son is in there
9,2,Cartman,"There's no more time for ideas! We have to have this vehicle up and operational in less than three days! Look, it's a long shot! But it's also the only shot we-  got.",theres no more time for ideas we have to have this vehicle up and operational in less than three days look its a long shot but its also the only shot we  got
9,2,Butters,"Ah I will, Mom.",ah i will mom
9,2,Cartman,"I... don't want you to worry about me, Clyde Frog.  Hey! You're the best stuffed animal I've ever had.",i  dont want you to worry about me clyde frog  hey youre the best stuffed animal ive ever had
9,2,Cartman,Let's punch this baby.  We're coming up on the outer perimeter of the hippies. Hang on.  Reaching hippie crowd. Hull status?,lets punch this baby  were coming up on the outer perimeter of the hippies hang on  reaching hippie crowd hull status
9,2,Stan,"Alright, I can't take it anymore! I'm getting on that stage!",alright i cant take it anymore im getting on that stage
9,2,Cartman,Switching to secondary fuel line.  What's that?,switching to secondary fuel line  whats that
9,2,Randy,The drill is getting too hot from all the hippies.,the drill is getting too hot from all the hippies
9,2,Stan,"Uh, excuse me. Excuse me, can I have your attention please? What are we doing?  It's been nine days! Doesn't it seem like we should accomplish something?",uh excuse me excuse me can i have your attention please what are we doing  its been nine days doesnt it seem like we should accomplish something
9,2,Stan,"Maybe instead of complaining about corporations being selfish, we should look at ourselves. I mean, is there anything more selfish than doing nothing but getting high and listening to music all day long?",maybe instead of complaining about corporations being selfish we should look at ourselves i mean is there anything more selfish than doing nothing but getting high and listening to music all day long
9,2,Cartman,"Come on, come on!",come on come on
9,2,Randy,Somebody's gonna have to go outside and activate the backup boosters.,somebodys gonna have to go outside and activate the backup boosters
9,2,Cartman,"No, Chef, I'm not gonna let you go out there!",no chef im not gonna let you go out there
9,2,Cartman,"...All right, fine Chef, go!", all right fine chef go
9,2,Stan,"Dude, these people have no idea what's going on. Let's get out of here.",dude these people have no idea whats going on lets get out of here
9,2,Kyle,We can't. Kenny just checked. There's a wall of people like seven miles thick behind us.,we cant kenny just checked theres a wall of people like seven miles thick behind us
9,2,Stan,"What? You mean, we're stuck here listening to this crap?",what you mean were stuck here listening to this crap
9,2,Cartman,Hit the PA system NOW!  Put me in the main line!,hit the pa system now  put me in the main line
9,2,Randy,Which cord is it?,which cord is it
9,2,Cartman,"You're the scientist, jackass!",youre the scientist jackass
9,2,Cartman,Put them in my laptop!,put them in my laptop
9,2,Cartman,"Hold it right there, Kyle!",hold it right there kyle
9,2,Kyle,"Whoa, Cartman. We aren't gonna be hippies anymore. Y-you don't have to kill us.",whoa cartman we arent gonna be hippies anymore yyou dont have to kill us
9,2,Cartman,Kill you? Oh no. I have much bigger plans for you now.,kill you oh no i have much bigger plans for you now
9,2,Cartman,"Hoho! Aw man, this is awesome! Weeeee!  Oh here, Kyle, you wanna play with it a little while.  Oh, psych! You don't get to! Hehe. Oh, check it out! Cooool!",hoho aw man this is awesome weeeee  oh here kyle you wanna play with it a little while  oh psych you dont get to hehe oh check it out cooool
9,3,Cartman,Of course he sings. He's black.,of course he sings hes black
9,3,Stan,"Wow, two hundred dollars. Can you imagine?",wow two hundred dollars can you imagine
9,3,Kyle,How come we never get opportunities like that?,how come we never get opportunities like that
9,3,Cartman,"You wanna know what it is, guys?",you wanna know what it is guys
9,3,Cartman,"That's right. We're not talented. See, we're not the artistic side, we're the thinking side.",thats right were not talented see were not the artistic side were the thinking side
9,3,Stan,Yeah. We're too smart to be talented.,yeah were too smart to be talented
9,3,Cartman,"Wait, you guys! I just had an amazing idea. Token is going right to the top, right. I mean, he's gonna be a huge star.",wait you guys i just had an amazing idea token is going right to the top right i mean hes gonna be a huge star
9,3,Cartman,"So, why shouldn't we get some of that money? We can be Token's agents. That way, we get ten percent of whatever he makes!",so why shouldnt we get some of that money we can be tokens agents that way we get ten percent of whatever he makes
9,3,Stan,Hey yeah! We deserve that money just as much as he does.,hey yeah we deserve that money just as much as he does
9,3,Cartman,"We just need a really kickass office and some nice suits. A and a fountain in our lobby. All top agencies have fountains in their lobbies. We gotta make Token think he needs us, when actually he doesn't need us at all.",we just need a really kickass office and some nice suits a and a fountain in our lobby all top agencies have fountains in their lobbies we gotta make token think he needs us when actually he doesnt need us at all
9,3,Stan,He's looking at the sign.,hes looking at the sign
9,3,Cartman,"Perfect! All right, you guys get back to the office, I'll bring Token there.",perfect all right you guys get back to the office ill bring token there
9,3,Cartman,"Wait a minute! You guys, this is very important: when I bring Token back to the office, have Kenny hide in another room, and call the phone on my desk.",wait a minute you guys this is very important when i bring token back to the office have kenny hide in another room and call the phone on my desk
9,3,Cartman,"Because I'll answer and pretend I'm talking to somebody super famous and important. When Token sees that, maybe he'll think we're legit.",because ill answer and pretend im talking to somebody super famous and important when token sees that maybe hell think were legit
9,3,Cartman,"Okay, go go, here he comes.  Yeah? Well then tell him we're just not interested.  Oh hey, Token! Buddy, my man, what is up?!",okay go go here he comes  yeah well then tell him were just not interested  oh hey token buddy my man what is up
9,3,Cartman,"Hey, you know, I heard you were doing some thing down in Denver tomorrow night.",hey you know i heard you were doing some thing down in denver tomorrow night
9,3,Cartman,"Yeah I don't know if I ever told you this before, but I'm actually an agent over at the Super Awesome Talent Agency. You may have seen our ads around town. Anyway, why don't you come down to the office, Token? Maybe I can convince the company to represent you.",yeah i dont know if i ever told you this before but im actually an agent over at the super awesome talent agency you may have seen our ads around town anyway why dont you come down to the office token maybe i can convince the company to represent you
